county,Housing gap,Total ELI renters,Housing gap (asst off),Units per 100 renters,Units per 100 renters (asst off),Number of HUD asst units,AAA units,AAA units (asst off)
39009,3272,4454,4079,27,8,807,1182,375
39011,717,903,876,21,3,159,186,27
39013,1561,2333,2366,33,0,805,773,0
39015,944,1831,1212,48,34,268,887,619
39017,8941,12255,11433,27,7,2492,3314,822
39019,564,713,644,21,10,80,149,69
39021,748,1244,908,40,27,160,495,335
39023,3129,5390,4808,42,11,1679,2261,582
39025,3963,6579,5495,40,16,1532,2616,1084
39027,1072,1640,1515,35,8,443,568,125
39029,2297,3165,3045,27,4,748,868,120
39031,766,1034,1105,26,0,339,268,0
39033,910,1462,1323,38,10,413,552,139
39035,51616,75529,71509,32,5,19893,23913,4020
39037,710,880,954,19,0,244,171,0
39039,540,918,699,41,24,159,379,220
39041,3233,3591,3620,10,0,387,358,0
39043,1031,1853,1703,44,8,672,822,150
39045,3860,4629,4674,17,0,814,769,0
39047,840,1454,1177,42,19,337,614,277
39049,46746,60499,60688,23,0,13942,13753,0
39051,553,831,573,33,31,20,278,258
39053,678,923,849,27,8,171,245,74
39055,777,1148,990,32,14,213,371,158
39057,2825,5736,4022,51,30,1197,2911,1714
39059,1015,1370,1596,26,0,581,355,0
39061,36903,54511,49891,32,8,12988,17608,4620
39063,1917,3153,2512,39,20,595,1236,641
39065,783,1300,918,40,29,135,518,383
39067,197,371,350,47,6,153,174,21
39069,277,471,310,41,34,33,194,161
39071,969,1482,1214,35,18,245,513,268
39073,533,822,809,35,2,276,290,14
39075,425,573,457,26,20,32,148,116
39077,797,1314,1242,39,6,445,518,73
39079,800,1236,1027,35,17,227,435,208
39081,1781,2664,2620,33,2,839,882,43
39083,1182,1487,1494,21,0,312,305,0
39085,3796,5189,4712,27,9,916,1393,477
39087,738,1567,1102,53,30,364,829,465
39089,3663,5296,4853,31,8,1190,1633,443
39091,1003,1667,1332,40,20,329,664,335
39093,8394,11648,11580,28,1,3186,3254,68
39095,17449,26539,23944,34,10,6495,9090,2595
39097,440,772,591,43,23,151,331,180
39099,5986,8387,8426,29,0,2440,2402,0
39101,1598,2011,2046,21,0,448,412,0
39103,2569,2946,3151,13,0,582,377,0
39105,456,620,526,27,15,70,165,95
39107,652,820,738,21,10,86,169,83
39109,921,2310,1762,60,24,841,1389,548
39111,197,240,268,18,0,71,43,0
39113,17538,28763,23144,39,20,5606,11225,5619
39115,309,376,416,18,0,107,67,0
39117,473,594,607,21,0,134,122,0
39119,1772,3322,2917,47,12,1145,1550,405
39121,231,281,276,18,2,45,50,5
39123,987,1283,1129,23,12,142,296,154
39125,234,398,243,41,39,9,164,155
39127,527,988,750,47,24,223,461,238
39129,519,909,1021,43,0,502,390,0
39131,619,955,881,35,8,262,337,75
39133,5520,6701,6638,18,1,1118,1181,63
39135,534,662,696,19,0,162,128,0
39137,298,490,374,39,24,76,192,116
39139,2791,3546,4111,21,0,1320,755,0
39141,1207,2090,1668,42,20,461,883,422
39143,642,1154,966,44,16,324,512,188
39145,1304,2768,2358,53,15,1054,1464,410
39147,1056,1697,1285,38,24,229,641,412
39149,712,884,952,19,0,240,171,0
39151,7785,11168,10759,30,4,2974,3383,409
39153,15798,25658,23196,38,10,7398,9860,2462
39155,5790,7811,7676,26,2,1886,2020,134
39157,1211,2279,1661,47,27,450,1068,618
39159,386,676,662,43,2,276,290,14
39161,366,461,414,21,10,48,95,47
39163,224,346,335,35,3,111,122,11
39165,2169,2888,3075,25,0,906,719,0
39167,1466,1784,1987,18,0,521,319,0
39169,2377,2950,3003,19,0,626,573,0
39171,554,943,608,41,36,54,389,335
39173,3338,4799,3970,30,17,632,1461,829
39175,455,731,512,38,30,57,276,219
40001,302,629,351,52,44,49,327,278
40003,69,88,69,22,22,,19,19
40005,120,178,184,33,0,64,58,0
40007,50,64,50,22,22,,14,14
40009,284,445,442,36,1,158,160,2
40011,292,373,346,22,7,54,81,27
40013,600,892,690,33,23,90,292,202
40015,494,935,609,47,35,115,440,325
40017,620,918,822,32,10,202,298,96
40019,339,609,542,44,11,203,269,66
40021,879,1830,1056,52,42,177,951,774
40023,241,442,475,46,0,234,201,0
40025,35,45,35,22,22,,10,10
40027,5388,6651,6257,19,6,869,1263,394
40029,55,82,102,33,0,47,27,0
40031,2850,4357,3568,35,18,718,1507,789
40033,93,176,119,47,32,26,83,57
40035,178,258,259,31,0,81,80,0
40037,722,1281,1084,44,15,362,559,197
40039,604,946,646,36,32,42,341,299
40041,623,904,638,31,29,15,282,267
40043,53,67,57,22,16,4,15,11
40045,27,34,28,22,19,1,7,6
40047,476,824,660,42,20,184,348,164
40049,145,259,235,44,10,90,115,25
40051,463,955,613,51,36,150,492,342
40053,58,74,59,22,20,1,16,15
40055,70,110,112,36,0,42,40,0
40057,54,84,72,36,15,18,30,12
40059,49,63,49,22,22,,14,14
40061,145,267,205,46,23,60,122,62
40063,120,183,179,34,2,59,63,4
40065,563,880,674,36,23,111,318,207
40067,77,145,161,47,0,84,68,0
40069,106,158,175,33,0,69,52,0
40071,408,707,676,42,4,268,298,30
40073,345,440,363,22,18,18,96,78
40075,159,248,286,36,0,127,90,0
40077,107,197,178,46,10,71,90,19
40079,712,1308,821,46,37,109,596,487
40081,409,708,468,42,34,59,299,240
40083,507,877,703,42,20,196,370,174
40085,40,71,70,44,2,30,31,1
40087,294,605,309,51,49,15,312,297
40089,616,1132,1035,46,9,419,516,97
40091,170,362,186,53,48,16,191,175
40093,181,231,213,22,8,32,50,18
40095,116,173,162,33,6,46,57,11
40097,803,1166,959,31,18,156,363,207
40099,79,142,85,44,40,6,63,57
40101,1038,2204,1732,53,21,694,1166,472
40103,105,182,107,42,41,2,77,75
40105,126,183,192,31,0,66,57,0
40107,178,270,216,34,20,38,93,55
40109,21443,27681,29618,23,0,8175,6238,0
40111,406,862,718,53,17,312,456,144
40113,371,741,710,50,4,339,370,31
40115,698,1013,936,31,8,238,316,78
40117,77,216,104,64,52,27,138,111
40119,2756,4190,3271,34,22,515,1435,920
40121,810,1487,1164,46,22,354,677,323
40123,573,862,759,34,12,186,289,103
40125,1032,1834,1438,44,22,406,802,396
40127,149,273,227,46,17,78,124,46
40129,20,31,28,36,10,8,11,3
40131,885,1566,1129,43,28,244,681,437
40133,356,541,539,34,0,183,185,2
40135,678,1412,832,52,41,154,733,579
40137,902,1706,1012,47,41,110,804,694
40139,467,596,474,22,21,7,129,122
40141,102,193,126,47,35,24,91,67
40143,16873,23766,22645,29,5,5772,6892,1120
40145,529,1066,760,50,29,231,536,305
40147,336,936,696,64,26,360,600,240
40149,138,217,139,36,36,1,78,77
40151,289,370,331,22,10,42,80,38
40153,447,571,483,22,15,36,124,88
41001,277,428,407,35,5,130,151,21
41003,5501,6404,5889,14,8,388,902,514
41005,7044,8311,8346,15,0,1302,1267,0
41007,1061,1528,1229,31,20,168,467,299
41009,872,1257,1127,31,10,255,384,129
41011,1884,2708,2296,30,15,412,824,412
41013,317,448,392,29,12,75,131,56
41015,683,981,745,30,24,62,298,236
41017,5021,5419,5626,7,0,605,398,0
41019,2458,2870,2901,14,0,443,412,0
41021,28,39,32,29,19,4,11,7
41023,85,121,130,29,0,45,35,0
41025,109,154,155,29,0,46,45,0
41027,249,352,318,29,10,69,103,34
41029,6309,7485,7391,16,1,1082,1176,94
41031,260,368,292,29,21,32,107,75
41033,2648,3805,3018,30,21,370,1158,788
41035,1924,2715,2298,29,15,374,791,417
41037,145,204,169,29,17,24,59,35
41039,14040,18208,16170,23,11,2130,4168,2038
41041,1353,1949,1753,31,10,400,596,196
41043,4735,5511,5376,14,2,641,777,136
41045,672,948,916,29,3,244,276,32
41047,9684,12008,12019,19,0,2335,2324,0
41049,140,198,151,29,24,11,58,47
41051,31132,39227,38971,21,1,7839,8095,256
41053,2024,2863,2689,29,6,665,839,174
41055,23,33,31,29,5,8,10,2
41057,558,804,598,31,26,40,246,206
41059,945,1463,1350,35,8,405,517,112
41061,487,753,793,35,0,306,266,0
41063,93,145,132,35,8,39,51,12
41065,414,585,583,29,0,169,171,2
41067,15270,17487,17352,13,1,2082,2217,135
41069,10,14,11,29,22,1,4,3
41071,2259,3195,3030,29,5,771,936,165
42001,1374,1822,1680,25,8,306,448,142
42003,29826,47011,46821,37,0,16995,17185,190
42005,1476,2120,1975,30,7,499,645,146
42007,2745,5570,4932,51,11,2187,2825,638
42009,899,1253,1085,28,13,186,353,167
42011,10882,14884,13409,27,10,2527,4002,1475
42013,2022,4056,3499,50,14,1477,2035,558
42015,688,1423,1096,52,23,408,734,326
42017,9773,12015,12887,19,0,3114,2242,0
42019,2561,4416,3726,42,16,1165,1855,690
42021,2601,4864,3982,47,18,1381,2263,882
42023,71,127,117,44,8,46,56,10
42025,1067,1679,1668,36,1,601,611,10
42027,7118,7375,7650,3,0,532,257,0
42029,7389,9705,9077,24,6,1688,2316,628
42031,688,1413,978,51,31,290,725,435
42033,1100,1971,1589,44,19,489,871,382
42035,724,954,1108,24,0,384,230,0
42037,1774,2072,2037,14,2,263,297,34
42039,2061,3368,2704,39,20,643,1307,664
42041,3318,6121,4412,46,28,1094,2803,1709
42043,6564,9936,9808,34,1,3244,3372,128
42045,16013,20411,20511,22,0,4498,4398,0
42047,364,652,573,44,12,209,288,79
42049,8609,11917,11790,28,1,3181,3308,127
42051,2312,5182,4145,55,20,1833,2870,1037
42053,26,54,32,51,40,6,28,22
42055,1354,2411,1860,44,23,506,1057,551
42057,244,340,266,28,22,22,96,74
42059,561,1211,947,54,22,386,650,264
42061,426,856,692,50,19,266,429,163
42063,2635,3787,3045,30,20,410,1151,741
42065,491,1009,859,51,15,368,518,150
42067,321,554,356,42,36,35,233,198
42069,4868,7723,7635,37,1,2767,2855,88
42071,9837,12590,12209,22,3,2372,2753,381
42073,1648,3186,2771,48,13,1123,1538,415
42075,2897,3688,3804,21,0,907,791,0
42077,9229,12545,12561,26,0,3332,3316,0
42079,6554,12416,10467,47,16,3913,5863,1950
42081,2379,3132,3230,24,0,851,753,0
42083,739,1325,1186,44,10,447,585,138
42085,2273,3252,3586,30,0,1313,979,0
42087,808,1394,1080,42,23,272,586,314
42089,2023,3038,2484,33,18,461,1015,554
42091,14172,17704,17872,20,0,3700,3532,0
42093,227,414,381,45,8,154,187,33
42095,5183,8592,8212,40,4,3029,3409,380
42097,1602,2919,2472,45,15,870,1317,447
42099,605,899,695,33,23,90,294,204
42101,73878,117578,99369,37,15,25491,43700,18209
42103,637,1012,843,37,17,206,375,169
42105,240,430,382,44,11,142,190,48
42107,2001,3314,3043,40,8,1042,1313,271
42109,475,819,576,42,30,101,344,243
42111,1287,1793,1708,28,5,421,506,85
42113,49,102,104,52,0,55,53,0
42115,441,701,615,37,12,174,260,86
42117,577,1193,888,52,26,311,616,305
42119,755,1303,1060,42,19,305,548,243
42121,824,1693,1393,51,18,569,869,300
42123,782,1277,919,39,28,137,495,358
42125,3960,6102,5720,35,6,1760,2142,382
42127,504,802,647,37,19,143,297,154
42129,6287,11208,9847,44,12,3560,4921,1361
42131,452,510,564,11,0,112,58,0
42133,7351,10356,9346,29,10,1995,3005,1010
44001,1160,1758,1626,34,8,466,598,132
44003,4342,6434,6713,33,0,2371,2092,0
44005,2278,3454,3989,34,0,1711,1176,0
44007,21866,38702,38904,44,0,17038,16836,0
44009,735,2345,2004,69,15,1269,1610,341
45001,238,555,478,57,14,240,317,77
45003,3924,4861,4914,19,0,990,936,0
45005,201,387,328,48,15,127,186,59
45007,2592,5173,3951,50,24,1359,2581,1222
45009,322,621,452,48,27,130,299,169
45011,448,864,675,48,22,227,416,189
45013,2932,3621,3663,19,0,731,690,0
45015,3505,4385,3984,20,9,479,880,401
45017,96,201,180,52,11,84,105,21
45019,9781,13416,13774,27,0,3993,3635,0
45021,1408,2427,1785,42,26,377,1018,641
45023,574,989,832,42,16,258,415,157
45025,1167,2067,1471,44,29,304,899,595
45027,513,851,732,40,14,219,338,119
45029,671,1294,893,48,31,222,623,401
45031,1127,2123,1636,47,23,509,995,486
45033,1053,1782,1271,41,29,218,729,511
45035,2675,3635,3409,26,6,734,960,226
45037,418,517,668,19,0,250,100,0
45039,518,700,716,26,0,198,182,0
45041,2553,4806,3732,47,22,1179,2254,1075
45043,1388,2348,1763,41,25,375,961,586
45045,11948,18088,14954,34,17,3006,6141,3135
45047,974,2270,1846,57,19,872,1296,424
45049,284,547,429,48,22,145,263,118
45051,7067,9193,8044,23,12,977,2126,1149
45053,315,390,383,19,2,68,74,6
45055,484,1015,684,52,33,200,530,330
45057,1768,3130,2029,44,35,261,1362,1101
45059,1002,1945,1377,48,29,375,942,567
45061,251,417,389,40,7,138,166,28
45063,6173,7643,7074,19,7,901,1470,569
45065,78,182,143,57,21,65,104,39
45067,1139,1928,1661,41,14,522,788,266
45069,655,1159,920,44,21,265,504,239
45071,791,1363,1238,42,9,447,572,125
45073,1472,2027,1766,27,13,294,554,260
45075,2037,3926,2743,48,30,706,1890,1184
45077,3072,4228,3461,27,18,389,1157,768
45079,11062,14714,15384,25,0,4322,3652,0
45081,248,335,334,26,0,86,87,1
45083,5808,8651,7896,33,9,2088,2843,755
45085,2153,3574,2940,40,18,787,1421,634
45087,704,1212,1083,42,11,379,509,130
45089,460,763,691,40,9,231,303,72
45091,5738,7916,7019,28,11,1281,2178,897
46003,7,18,11,62,39,4,11,7
46005,120,313,382,62,0,262,193,0
46007,41,193,55,79,72,14,153,139
46009,29,75,60,62,20,31,46,15
46011,365,949,601,62,37,236,584,348
46013,667,1402,1023,52,27,356,735,379
46015,41,106,74,62,31,33,65,32
46017,18,87,18,79,79,,69,69
46019,87,154,164,44,0,77,68,0
46021,16,34,17,52,49,1,18,17
46023,58,276,76,79,72,18,217,199
46025,34,71,39,52,45,5,37,32
46027,749,1229,872,39,29,123,480,357
46029,587,1233,788,52,36,201,647,446
46031,32,151,40,79,74,8,119,111
46033,43,76,56,44,27,13,33,20
46035,204,529,436,62,18,232,326,94
46037,104,218,130,52,40,26,114,88
46039,20,43,36,52,15,16,23,7
46041,56,263,58,79,78,2,207,205
46043,13,33,19,62,43,6,20,14
46045,41,86,46,52,47,5,45,40
46047,84,400,185,79,54,101,315,214
46049,39,83,43,52,48,4,43,39
46051,93,195,171,52,12,78,102,24
46053,38,180,74,79,59,36,142,106
46055,8,36,13,79,65,5,28,23
46057,51,108,63,52,41,12,57,45
46059,18,46,36,62,23,18,29,11
46061,7,17,7,62,62,,11,11
46063,6,12,7,44,35,1,5,4
46065,186,879,326,79,63,140,693,553
46067,30,79,43,62,45,13,48,35
46069,5,24,12,79,50,7,19,12
46071,12,58,21,79,63,9,46,37
46073,12,31,16,62,49,4,19,15
46075,10,47,22,79,54,12,37,25
46077,19,49,38,62,23,19,30,11
46079,72,187,173,62,8,101,115,14
46081,373,663,530,44,20,157,290,133
46083,722,1072,812,33,24,90,350,260
46085,13,64,23,79,63,10,50,40
46087,54,88,55,39,38,1,34,33
46089,12,25,14,52,44,2,13,11
46091,44,93,51,52,45,7,49,42
46093,251,446,349,44,22,98,195,97
46095,21,98,27,79,73,6,78,72
46097,7,18,16,62,12,9,11,2
46099,3716,5128,5539,28,0,1823,1412,0
46101,27,70,44,62,37,17,43,26
46103,1372,2442,2772,44,0,1400,1070,0
46105,20,35,71,44,0,51,15,0
46107,28,58,28,52,52,,30,30
46109,142,299,186,52,38,44,157,113
46111,4,10,5,62,51,1,6,5
46113,74,349,74,79,79,,275,275
46115,99,208,145,52,30,46,109,63
46117,22,104,32,79,69,10,82,72
46119,2,12,2,79,79,,9,9
46121,89,422,89,79,79,,333,333
46123,77,364,96,79,74,19,287,268
46125,111,181,130,39,29,19,71,52
46127,230,378,262,39,31,32,148,116
46129,96,203,166,52,18,70,106,36
46135,602,988,898,39,9,296,386,90
46137,32,153,32,79,79,,121,121
47001,1546,2909,2474,47,15,928,1363,435
47003,878,1586,1144,45,28,266,708,442
47005,313,461,369,32,20,56,148,92
47007,138,279,219,51,22,81,142,61
47009,2936,3789,3681,23,3,745,853,108
47011,2849,4026,3506,29,13,657,1177,520
47013,896,1747,1302,49,25,406,851,445
47015,178,304,254,41,16,76,126,50
47017,564,831,728,32,12,164,267,103
47019,1086,1656,1635,34,1,549,570,21
47021,410,791,418,48,47,8,380,372
47023,222,381,344,42,10,122,159,37
47025,501,977,635,49,35,134,476,342
47027,130,175,151,26,14,21,45,24
47029,715,998,1025,28,0,310,283,0
47031,1696,2192,2160,23,1,464,496,32
47033,247,340,279,27,18,32,93,61
47035,758,1280,1036,41,19,278,522,244
47037,23201,33335,31251,30,6,8050,10134,2084
47039,213,345,267,38,23,54,132,78
47041,289,494,442,41,10,153,205,52
47043,721,1390,1316,48,5,595,669,74
47045,893,1232,1265,27,0,372,339,0
47047,327,599,528,45,12,201,272,71
47049,298,504,384,41,24,86,205,119
47051,766,990,991,23,0,225,224,0
47053,846,1167,1315,27,0,469,321,0
47055,500,701,707,29,0,207,201,0
47057,290,404,330,28,18,40,115,75
47059,1232,1878,1602,34,15,370,646,276
47061,114,231,172,51,26,58,117,59
47063,1334,1863,1925,28,0,591,528,0
47065,8114,11019,11312,26,0,3198,2905,0
47067,89,173,143,49,18,54,84,30
47069,573,929,670,38,28,97,356,259
47071,399,646,500,38,23,101,248,147
47073,966,1419,1385,32,2,419,453,34
47075,612,992,792,38,20,180,380,200
47077,452,733,573,38,22,121,281,160
47079,666,982,878,32,11,212,315,103
47081,195,376,236,48,37,41,181,140
47083,205,302,238,32,21,33,97,64
47085,240,354,347,32,2,107,114,7
47087,276,372,316,26,15,40,96,56
47089,591,695,795,15,0,204,104,0
47091,297,453,427,34,6,130,156,26
47093,11886,17268,17720,31,0,5834,5382,0
47095,169,233,296,27,0,127,64,0
47097,543,995,741,45,25,198,451,253
47099,515,723,684,29,5,169,207,38
47101,100,140,165,29,0,65,40,0
47103,671,867,872,23,0,201,196,0
47105,917,1147,1267,20,0,350,230,0
47107,1087,1536,1620,29,0,533,449,0
47109,459,744,530,38,29,71,285,214
47111,419,716,504,41,30,85,297,212
47113,2532,4348,3691,42,15,1159,1816,657
47115,425,861,638,51,26,213,436,223
47117,490,884,739,45,16,249,395,146
47119,1685,3043,2266,45,26,581,1358,777
47121,113,230,167,51,27,54,116,62
47123,1266,1583,1435,20,9,169,317,148
47125,3739,4469,4500,16,0,761,730,0
47127,70,90,71,23,22,1,20,19
47129,183,357,265,49,26,82,174,92
47131,615,848,928,27,0,313,233,0
47133,326,440,381,26,13,55,113,58
47135,117,165,127,29,23,10,47,37
47137,108,146,117,26,20,9,38,29
47139,248,351,274,29,22,26,103,77
47141,2859,3852,3357,26,13,498,992,494
47143,635,1287,885,51,31,250,652,402
47145,1681,2103,2245,20,0,564,422,0
47147,657,1266,999,48,21,342,609,267
47149,5844,7622,7032,23,8,1188,1778,590
47151,400,779,566,49,27,166,380,214
47153,247,501,324,51,35,77,254,177
47155,1377,1620,1633,15,0,256,243,0
47157,34693,41978,44012,17,0,9319,7285,0
47159,415,709,515,41,27,100,294,194
47161,177,212,184,16,13,7,35,28
47163,2508,4048,3931,38,3,1423,1540,117
47165,2154,3361,3008,36,11,854,1207,353
47167,1074,1966,1520,45,23,446,892,446
47169,125,213,173,41,19,48,88,40
47171,260,396,380,34,4,120,136,16
47173,249,469,354,47,24,105,220,115
47175,53,89,74,41,17,21,36,15
47177,771,1317,1142,41,13,371,546,175
47179,3532,4196,4486,16,0,954,664,0
47181,97,136,115,29,15,18,39,21
47183,1172,1727,1370,32,21,198,554,356
47185,360,607,464,41,24,104,248,144
47187,1519,2063,1753,26,15,234,544,310
47189,1165,1845,1617,37,12,452,680,228
48001,980,1234,1223,21,1,243,253,10
48003,29,169,30,83,82,1,140,139
48005,1570,2463,2286,36,7,716,893,177
48007,244,407,324,40,20,80,163,83
48009,51,159,75,68,53,24,108,84
48011,3,5,5,38,0,2,2,0
48013,400,668,548,40,18,148,268,120
48015,341,542,438,37,19,97,201,104
48017,51,112,56,55,50,5,61,56
48019,207,345,208,40,40,1,139,138
48021,875,1593,1172,45,26,297,719,422
48023,31,97,78,68,20,47,66,19
48025,189,316,451,40,0,262,126,0
48027,6685,8676,8355,23,4,1670,1991,321
48029,41870,59099,55806,29,6,13936,17229,3293
48031,168,190,199,11,0,31,21,0
48033,1,2,1,53,53,,1,1
48035,166,265,232,37,13,66,99,33
48037,2023,3322,2940,39,11,917,1299,382
48039,6358,8515,7013,25,18,655,2157,1502
48041,12260,13382,13402,8,0,1142,1122,0
48043,57,337,113,83,66,56,280,224
48045,13,20,17,38,18,4,8,4
48047,77,187,276,59,0,199,109,0
48049,690,1208,1091,43,10,401,518,117
48051,133,292,190,55,35,57,160,103
48053,897,1087,1097,17,0,200,190,0
48055,618,1125,882,45,22,264,507,243
48057,183,375,243,51,35,60,192,132
48059,120,210,182,43,13,62,90,28
48061,8795,14502,13337,39,8,4542,5707,1165
48063,317,361,389,12,0,72,44,0
48065,20,32,24,38,26,4,12,8
48067,428,702,643,39,8,215,274,59
48069,97,157,123,38,21,26,60,34
48071,127,342,137,63,60,10,215,205
48073,757,1363,999,44,27,242,606,364
48075,79,127,155,38,0,76,48,0
48077,35,108,46,68,58,11,74,63
48079,12,26,14,55,47,2,14,12
48081,24,52,41,53,20,17,28,11
48083,126,221,244,43,0,118,95,0
48085,10517,12444,11915,15,4,1398,1927,529
48087,18,29,35,38,0,17,11,0
48089,211,336,261,37,22,50,125,75
48091,2323,3333,2658,30,20,335,1010,675
48093,136,238,219,43,8,83,102,19
48095,7,15,15,53,0,8,8,0
48097,517,882,806,41,9,289,365,76
48099,1504,1822,1736,17,5,232,318,86
48101,12,36,40,68,0,28,25,0
48103,15,90,15,83,83,,74,74
48105,34,73,34,53,53,,39,39
48107,69,153,103,55,33,34,84,50
48109,18,107,34,83,68,16,88,72
48111,93,150,121,38,19,28,57,29
48113,87048,104788,104908,17,0,17860,17740,0
48115,114,243,181,53,25,67,129,62
48117,202,326,410,38,0,208,124,0
48119,90,132,172,32,0,82,42,0
48121,14069,15552,15174,10,2,1105,1483,378
48123,157,303,333,48,0,176,146,0
48125,12,26,26,55,0,14,14,0
48127,78,125,249,38,0,171,48,0
48129,34,55,75,38,0,41,21,0
48131,138,234,280,41,0,142,95,0
48133,245,428,386,43,10,141,184,43
48135,1574,2431,2297,35,6,723,857,134
48137,4,6,4,38,38,,2,2
48139,2179,2962,2545,26,14,366,783,417
48141,16974,25888,24413,34,6,7439,8914,1475
48143,1196,1744,1309,31,25,113,548,435
48145,217,347,358,37,0,141,130,0
48147,404,689,638,41,7,234,285,51
48149,313,571,396,45,31,83,257,174
48151,30,53,70,43,0,40,23,0
48153,113,251,165,55,34,52,137,85
48155,14,42,23,68,47,9,29,20
48157,5039,6121,5889,18,4,850,1082,232
48159,166,243,217,32,11,51,77,26
48161,227,363,306,37,16,79,136,57
48163,129,215,304,40,0,175,86,0
48165,38,221,55,83,75,17,184,167
48167,7959,9610,9619,17,0,1660,1651,0
48169,46,102,79,55,22,33,56,23
48171,675,760,701,11,8,26,85,59
48173,1,3,1,53,53,,2,2
48175,89,172,136,48,21,47,83,36
48177,189,364,341,48,6,152,175,23
48179,256,412,340,38,18,84,157,73
48181,1780,3037,2634,41,13,854,1257,403
48183,1921,2652,2860,28,0,939,731,0
48185,206,454,302,55,33,96,248,152
48187,1082,1566,1606,31,0,524,484,0
48189,413,912,703,55,23,290,500,210
48191,47,75,77,38,0,30,29,0
48193,105,127,142,17,0,37,22,0
48195,41,66,45,38,32,4,25,21
48197,50,158,107,68,32,57,108,51
48199,522,836,607,38,27,85,314,229
48201,129319,156020,150362,17,4,21043,26701,5658
48203,1358,1712,1661,21,3,303,354,51
48205,37,60,42,38,30,5,23,18
48207,61,107,99,43,7,38,46,8
48209,7558,8412,8015,10,5,457,854,397
48211,32,52,33,38,36,1,20,19
48213,1633,2054,1897,21,8,264,422,158
48215,17754,23918,24127,26,0,6373,6164,0
48217,528,844,673,37,20,145,316,171
48219,187,414,267,55,35,80,227,147
48221,837,1221,913,31,25,76,384,308
48223,920,1346,1014,32,25,94,426,332
48225,478,685,728,30,0,250,207,0
48227,523,1112,767,53,31,244,589,345
48229,8,45,8,83,83,,37,37
48231,2046,3248,2481,37,24,435,1202,767
48233,212,341,369,38,0,157,130,0
48235,12,25,12,53,53,,13,13
48237,53,165,60,68,64,7,113,106
48239,129,248,180,48,28,51,119,68
48241,405,979,608,59,38,203,574,371
48243,2,13,2,83,83,,11,11
48245,6591,10484,10904,37,0,4313,3893,0
48247,72,122,126,41,0,54,50,0
48249,270,652,662,59,0,392,382,0
48251,2160,3631,2447,41,33,287,1471,1184
48253,137,240,246,43,0,109,103,0
48255,192,370,299,48,19,107,178,71
48257,2293,2515,2577,9,0,284,222,0
48259,928,1045,978,11,6,50,117,67
48261,7,18,7,59,59,,10,10
48263,13,23,13,43,43,,10,10
48265,1500,1689,1595,11,6,95,189,94
48267,56,119,78,53,34,22,63,41
48269,1,3,1,55,55,,1,1
48271,49,80,72,38,9,23,30,7
48273,491,1183,989,59,16,498,693,195
48275,62,108,103,43,5,41,47,6
48277,1587,2321,1960,32,16,373,734,361
48279,102,224,168,55,25,66,123,57
48281,393,476,437,17,8,44,83,39
48283,79,128,133,38,0,54,48,0
48285,149,287,230,48,20,81,138,57
48287,129,234,134,45,43,5,106,101
48289,80,177,128,55,27,48,96,48
48291,733,1970,1055,63,46,322,1237,915
48293,254,406,329,37,19,75,152,77
48295,15,24,15,38,38,,9,9
48297,94,159,140,41,12,46,65,19
48299,435,527,496,17,6,61,92,31
48301,1,7,1,83,83,,6,6
48303,10467,12979,11596,19,11,1129,2512,1383
48305,51,113,96,55,15,45,62,17
48307,76,161,178,53,0,102,85,0
48309,5221,7298,7232,28,1,2011,2077,66
48311,0,0,0,0,0,,0,0
48313,91,200,123,55,39,32,109,77
48315,237,299,287,21,4,50,62,12
48317,46,97,46,53,53,,51,51
48319,35,74,58,53,22,23,39,16
48321,637,1012,992,37,2,355,376,21
48323,913,1471,1511,38,0,598,558,0
48325,467,780,561,40,28,94,313,219
48327,32,68,32,53,53,,36,36
48329,1266,1883,1702,33,10,436,617,181
48331,301,662,461,55,30,160,361,201
48333,57,69,71,17,0,14,12,0
48335,68,119,133,43,0,65,51,0
48337,198,619,223,68,64,25,422,397
48339,5977,8285,7353,28,11,1376,2308,932
48341,164,265,198,38,25,34,101,67
48343,266,389,371,32,5,105,123,18
48345,9,19,9,55,55,,10,10
48347,1814,2845,2436,36,14,622,1031,409
48349,810,1295,1239,37,4,429,485,56
48351,88,212,117,59,45,29,125,96
48353,235,412,454,43,0,219,177,0
48355,6106,8813,9260,31,0,3154,2707,0
48357,105,169,114,38,33,9,64,55
48359,19,30,21,38,31,2,11,9
48361,959,1537,1643,38,0,684,578,0
48363,559,815,683,31,16,124,256,132
48365,163,294,238,44,19,75,131,56
48367,653,1530,996,57,35,343,877,534
48369,74,119,90,38,24,16,45,29
48371,59,349,120,83,66,61,290,229
48373,685,981,865,30,12,180,296,116
48375,4336,5318,5289,18,1,953,982,29
48377,16,92,48,83,48,32,77,45
48379,186,212,199,12,6,13,26,13
48381,2361,2758,2738,14,1,377,397,20
48383,20,43,20,53,53,,23,23
48385,51,82,51,38,38,,31,31
48387,284,415,403,32,3,119,131,12
48389,39,232,102,83,56,63,193,130
48391,47,79,84,40,0,37,32,0
48393,3,5,3,38,38,,2,2
48395,203,448,417,55,7,214,244,30
48397,854,1355,955,37,30,101,501,400
48399,111,194,151,43,22,40,83,43
48401,469,844,616,44,27,147,375,228
48403,47,113,84,59,26,37,66,29
48405,119,288,180,59,37,61,169,108
48407,197,283,206,30,27,9,85,76
48409,688,1147,1352,40,0,664,460,0
48411,90,109,117,17,0,27,19,0
